COURSE CODE,COURSE TITLE,OFFERED TO,SLOT
CSE1005 Software Engineering 23BCE C1+TC1
CSE1005 Software Engineering 23BCE E1+TE1
CSE1005 Software Engineering 23BCE F1+TF1
CSE1005 Software Engineering 23BCE C2+TC2
CSE1005 Software Engineering 23BCE E2+TE2
CSE1005 Software Engineering 23BCE F2+TF2
CSE1005 Software Engineering 23BCE C1+TC1
CSE1005 Software Engineering 23BCE E1+TE1
CSE1005 Software Engineering 23BCE F1+TF1
CSE1005 Software Engineering 23BCE C2+TC2
CSE1005 Software Engineering 23BCE E2+TE2
CSE1005 Software Engineering 23BCE F2+TF2
CSE1005 Software Engineering 23BCE C1+TC1
CSE1005 Software Engineering 23BCE E1+TE1
CSE1005 Software Engineering 23BCE F1+TFF1
CSE1005 Software Engineering 23BCE C2+TC2
CSE1005 Software Engineering 23BCE E2+TE2
CSE1005 Software Engineering 23BCE F2+SF1
CSE1005 Software Engineering 23BCE C1+TC1
CSE1005 Software Engineering 23BCE E1+TE1
CSE1005 Software Engineering 23BCE C1+TC1
CSE1005 Software Engineering 23BCE C2+TC2
CSE1005 Software Engineering 23BCE E2+TE2
CSE1005 Software Engineering 23BCE F2+TF2
CSE1005 Software Engineering 23BCE C1+TC1
CSE1005 Software Engineering 23BCE E1+TE1
CSE1005 Software Engineering 23BCE F1+TF1
CSE1005 Software Engineering 23BCE C2+TC2
CSE1005 Software Engineering 23BCE E2+TE2
CSE1005 Software Engineering 23BCE F2+TF2
CSE1005 Software Engineering 23BCE C1+TC1
CSE1005 Software Engineering 23BCE E1+TE1
CSE1005 Software Engineering 23BCE F1+TF1
CSE1005 Software Engineering 23BCE C2+TC2
CSE1005 Software Engineering 23BCE E2+TE2
CSE1005 Software Engineering 23BCE F2+TF2
CSE1005 Software Engineering 23BCE F1+TF1
CSE1005 Software Engineering 23BCE E1+TE1
CSE1005 Software Engineering 23BCE F2+TF2
CSE1005 Software Engineering 23BCE E2+TE2
CSE1006 Foundations for Data Analytics 23MIC/23MIS G1

ANNEXURE - II(A) THEORY SLOTS

CSE1006 Foundations for Data Analytics 23MIC/23MIS G2
CSE1006 Foundations for Data Analytics 23MIC/23MIS F1
CSE1006 Foundations for Data Analytics 23MIC/23MIS F2
CSE1008 Theory of Computation 22BCE A1+TA1+TAA1
CSE1008 Theory of Computation 22BCE B1+TB1+TBB1
CSE1008 Theory of Computation 22BCE D1+TD1+TDD1
CSE1008 Theory of Computation 22BCE A2+TA2+TAA2
CSE1008 Theory of Computation 22BCE B2+TB2+TBB2
CSE1008 Theory of Computation 22BCE D2+TD2+TDD2
CSE1008 Theory of Computation 22BCE A1+TA1+TAA1
CSE1008 Theory of Computation 22BCE B1+TB1+TBB1
CSE1008 Theory of Computation 22BCE D1+TD1+TDD1
CSE1008 Theory of Computation 22BCE A2+TA2+TAA2
CSE1008 Theory of Computation 22BCE B2+TB2+TBB2
CSE1008 Theory of Computation 22BCE D2+TD2+TDD2
CSE1008 Theory of Computation 22BCE A1+TA1+TAA1
CSE1008 Theory of Computation 22BCE B1+TB1+TBB1
CSE1008 Theory of Computation 22BCE D1+TD1+TDD1
CSE1008 Theory of Computation 22BCE A2+TA2+TAA2
CSE1008 Theory of Computation 22BCE B2+TB2+TBB2
CSE1008 Theory of Computation 22BCE D2+TD2+TDD2
CSE1008 Theory of Computation 22BCE A1+TA1+TAA1
CSE1008 Theory of Computation 22BCE B1+TB1+TBB1
CSE1008 Theory of Computation 22BCE D1+TD1+TDD1
CSE1008 Theory of Computation 22BCE A2+TA2+TAA2
CSE1008 Theory of Computation 22BCE B2+TB2+TBB2
CSE1008 Theory of Computation 22BCE D2+TD2+TDD2
CSE1008 Theory of Computation 22BCE A1+TA1+TAA1
CSE1008 Theory of Computation 22BCE B1+TB1+TBB1
CSE1008 Theory of Computation 22BCE D1+TD1+TDD1
CSE1008 Theory of Computation 22BCE A2+TA2+TAA2
CSE1008 Theory of Computation 22BCE B2+TB2+TBB2
CSE1008 Theory of Computation 22BCE D2+TD2+TDD2
CSE1008 Theory of Computation 22BCE A1+TA1+TAA1
CSE1008 Theory of Computation 22BCE B1+TB1+TBB1
CSE1008 Theory of Computation 22BCE D1+TD1+TDD1
CSE1008 Theory of Computation 22BCE A2+TA2+TAA2
CSE1008 Theory of Computation 22BCE B2+TB2+TBB2
CSE1008 Theory of Computation 22BCE D2+TD2+TDD2
CSE1008 Theory of Computation 22BCE B1+TB1+TBB1
CSE1008 Theory of Computation 22BCE D1+TD1+TDD1
CSE2003 Requirements Engineering Management 23BCE - SWEng B2+TB2
CSE2004 Software Design and Architecture 22BCE - SWEng A2+TA2
CSE2007 Database Management Systems 23BCE A1+TA1
CSE2007 Database Management Systems 23BCE A2+TA2
CSE2007 Database Management Systems 23BCE B1+TB1
CSE2007 Database Management Systems 23BCE B2+TB2

CSE2007 Database Management Systems 23BCE D1+TD1
CSE2007 Database Management Systems 23BCE D2+TD2
CSE2007 Database Management Systems 23BCE A1+TA1
CSE2007 Database Management Systems 23BCE A2+TA2
CSE2007 Database Management Systems 23BCE B1+TB1
CSE2007 Database Management Systems 23BCE B2+TB2
CSE2007 Database Management Systems 23BCE D1+TD1
CSE2007 Database Management Systems 23BCE D2+TD2
CSE2007 Database Management Systems 23BCE A1+TA1
CSE2007 Database Management Systems 23BCE A2+TA2
CSE2007 Database Management Systems 23BCE B1+TB1
CSE2007 Database Management Systems 23BCE B2+TB2
CSE2007 Database Management Systems 23BCE D1+TD1
CSE2007 Database Management Systems 23BCE D2+TD2
CSE2007 Database Management Systems 23BCE A1+TA1
CSE2007 Database Management Systems 23BCE A2+TA2
CSE2007 Database Management Systems 23BCE B1+TB1
CSE2007 Database Management Systems 23BCE B2+TB2
CSE2007 Database Management Systems 23BCE D1+TD1
CSE2007 Database Management Systems 23BCE D2+TD2
CSE2007 Database Management Systems 23BCE A1+TA1
CSE2007 Database Management Systems 23BCE A2+TA2
CSE2007 Database Management Systems 23BCE B1+TB1
CSE2007 Database Management Systems 23BCE B2+TB2
CSE2007 Database Management Systems 23BCE D1+TD1
CSE2007 Database Management Systems 23BCE D2+TD2
CSE2007 Database Management Systems 23BCE A1+TA1
CSE2007 Database Management Systems 23BCE A2+TA2
CSE2007 Database Management Systems 23BCE B1+TB1
CSE2007 Database Management Systems 23BCE B2+TB2
CSE2007 Database Management Systems 23BCE D1+TD1
CSE2007 Database Management Systems 23BCE D2+TD2
CSE2007 Database Management Systems 23BCE A1+TA1
CSE2007 Database Management Systems 23BCE A2+TA2
CSE2007 Database Management Systems 23BCE B1+TB1
CSE2007 Database Management Systems 23BCE B2+TB2
CSE2009 Soft Computing 23BCE - Core A1+TA1
CSE2009 Soft Computing 23BCE - Core A2+TA2
CSE2009 Soft Computing 23BCE - Core B2+TB2
CSE2011 Cyber Security and Digital Forensics 23BCE - CYBER SEC C1+TC1
CSE2011 Cyber Security and Digital Forensics 23BCE - CYBER SEC C2+TC2
CSE2013 Information Theory and Coding 22BCE - Core B1+TB1+TBB1
CSE2013 Information Theory and Coding 22BCE - Core B2+TB2+TBB2
CSE2013 Information Theory and Coding 22BCE - Core A1+TA1+TAA1
CSE2013 Information Theory and Coding 22BCE - Core A2+TA2+TAA2
CSE2013 Information Theory and Coding 22BCE - Core C1+TC1+TCC1
CSE2013 Information Theory and Coding 22BCE - Core C2+TC2+TCC2

CSE2024 Blockchain Architecture Design 23BCE - BLK CHAIN E1+TE1
CSE2024 Blockchain Architecture Design 23BCE - BLK CHAIN E2+TE2
CSE3002 Artificial Intelligence 23BCE - AIML A1+TA1
CSE3002 Artificial Intelligence 23BCE - AIML A2+TA2
CSE3002 Artificial Intelligence 23BCE - AIML F1+TF1
CSE3004 Design and Analysis of Algorithm 22BCE C1+TC1
CSE3004 Design and Analysis of Algorithm 22BCE E1+TE1
CSE3004 Design and Analysis of Algorithm 22BCE F1+TF1
CSE3004 Design and Analysis of Algorithm 22BCE C2+TC2
CSE3004 Design and Analysis of Algorithm 22BCE E2+TE2
CSE3004 Design and Analysis of Algorithm 22BCE F2+TF2
CSE3004 Design and Analysis of Algorithm 22BCE C1+TC1
CSE3004 Design and Analysis of Algorithm 22BCE E1+TE1
CSE3004 Design and Analysis of Algorithm 22BCE F1+TF1
CSE3004 Design and Analysis of Algorithm 22BCE C2+TC2
CSE3004 Design and Analysis of Algorithm 22BCE F2+TF2
CSE3004 Design and Analysis of Algorithm 22BCE C1+TC1
CSE3004 Design and Analysis of Algorithm 22BCE E1+TE1
CSE3004 Design and Analysis of Algorithm 22BCE F1+TFF1
CSE3004 Design and Analysis of Algorithm 22BCE C2+TC2
CSE3004 Design and Analysis of Algorithm 22BCE E2+TE2
CSE3004 Design and Analysis of Algorithm 22BCE F2+SF1
CSE3004 Design and Analysis of Algorithm 22BCE C1+TC1
CSE3004 Design and Analysis of Algorithm 22BCE E1+TE1
CSE3004 Design and Analysis of Algorithm 22BCE F1+TF1
CSE3004 Design and Analysis of Algorithm 22BCE C2+TC2
CSE3004 Design and Analysis of Algorithm 22BCE E2+TE2
CSE3004 Design and Analysis of Algorithm 22BCE F2+TF2
CSE3004 Design and Analysis of Algorithm 22BCE C1+TC1
CSE3004 Design and Analysis of Algorithm 22BCE E1+TE1
CSE3004 Design and Analysis of Algorithm 22BCE F1+TF1
CSE3004 Design and Analysis of Algorithm 22BCE C2+TC2
CSE3004 Design and Analysis of Algorithm 22BCE E2+TE2
CSE3004 Design and Analysis of Algorithm 22BCE F2+TF2
CSE3004 Design and Analysis of Algorithm 22BCE C1+TC1
CSE3004 Design and Analysis of Algorithm 22BCE E1+TE1
